Borough Name,NTA Code,NBD Name,Year,Unemployment Rate,Poverty Rate,Population,Median Income,Crime Rate
Brooklyn,"['BK68', 'BK09', 'BK69', 'BK38']","Brooklyn Heights - Cobble Hill, Fort Greene, Clinton Hill, DUMBO-Vinegar Hill-DOWNTOWN BROOKLYN-BOERUM HILL",2010,11.80%,19.40%,"$63,265.00","118,910",10536	
Brooklyn,"['BK68', 'BK09', 'BK69', 'BK38']","Brooklyn Heights - Cobble Hill, Fort Greene, Clinton Hill, DUMBO-Vinegar Hill-DOWNTOWN BROOKLYN-BOERUM HILL",2011,8.50%,23.20%,"$77,014.00","130,102",10602	
Brooklyn,"['BK68', 'BK09', 'BK69', 'BK38']","Brooklyn Heights - Cobble Hill, Fort Greene, Clinton Hill, DUMBO-Vinegar Hill-DOWNTOWN BROOKLYN-BOERUM HILL",2012,9.60%,20.40%,"$74,259.00","127,080",10970	
Brooklyn,"['BK68', 'BK09', 'BK69', 'BK38']","Brooklyn Heights - Cobble Hill, Fort Greene, Clinton Hill, DUMBO-Vinegar Hill-DOWNTOWN BROOKLYN-BOERUM HILL",2013,8.50%,19.40%,"$84,675.00","139,070",10700	
Brooklyn,"['BK68', 'BK09', 'BK69', 'BK38']","Brooklyn Heights - Cobble Hill, Fort Greene, Clinton Hill, DUMBO-Vinegar Hill-DOWNTOWN BROOKLYN-BOERUM HILL",2014,12.80%,37.70%,"$27,598.00","132,087",10517	
NULL,"['BK68', 'BK09', 'BK69', 'BK38']",NULL,2015,NULL,NULL,NULL,NULL,9794	
Brooklyn,"['BK75', 'BK35']","Bedford, Stuyvesant Heights",2006,8.80%,36.90%,"$31,355.00","125,699",11179	
Brooklyn,"['BK75', 'BK35']","Bedford, Stuyvesant Heights",2007,8.20%,28.20%,"$38,462.00","141,064",11778	
Brooklyn,"['BK75', 'BK35']","Bedford, Stuyvesant Heights",2008,11.40%,34.20%,"$30,159.00","132,514",12097	
Brooklyn,"['BK75', 'BK35']","Bedford, Stuyvesant Heights",2009,12.90%,30.70%,"$38,037.00","133,302",11546	
Brooklyn,"['BK75', 'BK35']","Bedford, Stuyvesant Heights",2010,18.50%,32.20%,"$32,970.00","132,524",12454	
Brooklyn,"['BK75', 'BK35']","Bedford, Stuyvesant Heights",2011,15.60%,31.60%,"$38,742.00","136,462",11602	
Brooklyn,"['BK75', 'BK35']","Bedford, Stuyvesant Heights",2012,16.50%,33.40%,"$37,011.00","137,977",11753	
Brooklyn,"['BK75', 'BK35']","Bedford, Stuyvesant Heights",2013,12.50%,30.30%,"$34,722.00","133,235",11356	
Brooklyn,"['BK75', 'BK35']","Bedford, Stuyvesant Heights",2014,6.10%,35.20%,"$32,307.00","141,513",10556	
NULL,"['BK75', 'BK35']",NULL,2015,NULL,NULL,NULL,NULL,9559	
Brooklyn,"['BK76', 'BK72', 'BK90']","Williamsburg, Greenpoint",2006,5.10%,25.10%,"$40,836.00","146,456",5114	
Brooklyn,"['BK76', 'BK72', 'BK90']","Williamsburg, Greenpoint",2007,4.20%,30.80%,"$41,101.00","149,665",4792	
Brooklyn,"['BK76', 'BK72', 'BK90']","Williamsburg, Greenpoint",2008,6.20%,31.70%,"$39,232.00","139,263",4727	
Brooklyn,"['BK76', 'BK72', 'BK90']","Williamsburg, Greenpoint",2009,8.20%,26.50%,"$43,070.00","146,253",4645	
Brooklyn,"['BK76', 'BK72', 'BK90']","Williamsburg, Greenpoint",2010,8.70%,31.70%,"$47,927.00","144,584",4757	
Brooklyn,"['BK76', 'BK72', 'BK90']","Williamsburg, Greenpoint",2011,6.10%,31.50%,"$51,143.00","147,300",4817	
Brooklyn,"['BK76', 'BK72', 'BK90']","Williamsburg, Greenpoint",2012,7.10%,29.60%,"$51,450.00","149,773",4779	
Brooklyn,"['BK76', 'BK72', 'BK90']","Williamsburg, Greenpoint",2013,6.40%,23.10%,"$57,891.00","154,713",4878	
Brooklyn,"['BK76', 'BK72', 'BK90']","Williamsburg, Greenpoint",2014,7.10%,32.90%,"$27,852.00","123,871",4866	
NULL,"['BK76', 'BK72', 'BK90']",NULL,2015,NULL,NULL,NULL,NULL,4930	
Brooklyn,"['BK78', 'BK77']",Bushwick,2006,8.00%,32.00%,"$31,531.00","129,980",8915	
Brooklyn,"['BK78', 'BK77']",Bushwick,2007,NA,26.90%,"$35,916.00","127,496",8556	
Brooklyn,"['BK78', 'BK77']",Bushwick,2008,10.40%,33.50%,"$31,780.00","134,869",8961	
Brooklyn,"['BK78', 'BK77']",Bushwick,2009,10.20%,28.50%,"$38,104.00","140,437",8289	
Brooklyn,"['BK78', 'BK77']",Bushwick,2010,14.70%,32.20%,"$34,813.00","138,763",8382	
Brooklyn,"['BK78', 'BK77']",Bushwick,2011,17.50%,33.40%,"$35,616.00","143,782",8514	
Brooklyn,"['BK78', 'BK77']",Bushwick,2012,16.10%,30.40%,"$38,780.00","142,934",8922	
Brooklyn,"['BK78', 'BK77']",Bushwick,2013,13.50%,27.10%,"$40,535.00","137,368",8583	
Brooklyn,"['BK78', 'BK77']",Bushwick,2014,13.10%,38.70%,"$22,975","116,936",8304	
NULL,"['BK78', 'BK77']",NULL,2015,NULL,NULL,NULL,NULL,7705	
Brooklyn,"['BK81', 'BK79']","Brownsville, Ocean Hill",2006,11.60%,35.50%,"$25,296","120,802",10122	
Brooklyn,"['BK81', 'BK79']","Brownsville, Ocean Hill",2007,15.90%,32.60%,"$27,248","113,502",10063	
Brooklyn,"['BK81', 'BK79']","Brownsville, Ocean Hill",2008,12.30%,36.00%,"$25,843","118,392",10499	
Brooklyn,"['BK81', 'BK79']","Brownsville, Ocean Hill",2009,15.60%,39.80%,"$26,984","115,433",11326	
Brooklyn,"['BK81', 'BK79']","Brownsville, Ocean Hill",2010,18.80%,38.20%,"$26,273","126,002",11297	
Brooklyn,"['BK81', 'BK79']","Brownsville, Ocean Hill",2011,12.70%,36.40%,"$28,838","128,864",11739	
Brooklyn,"['BK81', 'BK79']","Brownsville, Ocean Hill",2012,15.60%,36.70%,"$28,139","126,303",12058	
Brooklyn,"['BK81', 'BK79']","Brownsville, Ocean Hill",2013,10.70%,38.60%,"$25,291","123,772",10650	
Brooklyn,"['BK81', 'BK79']","Brownsville, Ocean Hill",2014,7.10%,27.80%,"$28,067.00","161,064",10181	
NULL,"['BK81', 'BK79']",NULL,2015,NULL,NULL,NULL,NULL,9765	
Brooklyn,"['BK85', 'BK93', 'BK82', 'BK83']","East New York, Starrett City, CYPRESS HILLS-CITY LINE",2006,6.30%,27.50%,"$32,370.00","158,711",14772	
Brooklyn,"['BK85', 'BK93', 'BK82', 'BK83']","East New York, Starrett City, CYPRESS HILLS-CITY LINE",2007,8.20%,27.80%,"$35,854.00","156,855",15311	
Brooklyn,"['BK85', 'BK93', 'BK82', 'BK83']","East New York, Starrett City, CYPRESS HILLS-CITY LINE",2008,11.50%,29.20%,"$33,350.00","163,813",15314	
Brooklyn,"['BK85', 'BK93', 'BK82', 'BK83']","East New York, Starrett City, CYPRESS HILLS-CITY LINE",2009,12.30%,36.00%,"$32,463.00","146,614",16388	
Brooklyn,"['BK85', 'BK93', 'BK82', 'BK83']","East New York, Starrett City, CYPRESS HILLS-CITY LINE",2010,13.10%,34.00%,"$30,444.00","146,530",16259	
Brooklyn,"['BK85', 'BK93', 'BK82', 'BK83']","East New York, Starrett City, CYPRESS HILLS-CITY LINE",2011,15.20%,31.30%,"$34,249.00","157,832",16557	
Brooklyn,"['BK85', 'BK93', 'BK82', 'BK83']","East New York, Starrett City, CYPRESS HILLS-CITY LINE",2012,13.60%,31.50%,"$34,146.00","154,460",16823	
Brooklyn,"['BK85', 'BK93', 'BK82', 'BK83']","East New York, Starrett City, CYPRESS HILLS-CITY LINE",2013,8.40%,28.70%,"$33,038.00","155,863",16560	
Brooklyn,"['BK85', 'BK93', 'BK82', 'BK83']","East New York, Starrett City, CYPRESS HILLS-CITY LINE",2014,6.10%,24.50%,"$40,040","155,509",17092	
NULL,"['BK85', 'BK93', 'BK82', 'BK83']",NULL,2015,NULL,NULL,NULL,NULL,15622	
Brooklyn,"['BK88', 'BK41', 'BK46']","Borough Park, KENSINHEIGHTSGTON Ocean Parkway",2006,6.70%,27.20%,"$38,023","176,198",4339	
Brooklyn,"['BK88', 'BK41', 'BK46']","Borough Park, KENSINHEIGHTSGTON Ocean Parkway",2007,7.60%,28.20%,"$39,995","170,292",4122	
Brooklyn,"['BK88', 'BK41', 'BK46']","Borough Park, KENSINHEIGHTSGTON Ocean Parkway",2008,9.80%,27.60%,"$40,976","163,645",4292	
Brooklyn,"['BK88', 'BK41', 'BK46']","Borough Park, KENSINHEIGHTSGTON Ocean Parkway",2009,8.20%,32.20%,"$37,168","168,915",4187	
Brooklyn,"['BK88', 'BK41', 'BK46']","Borough Park, KENSINHEIGHTSGTON Ocean Parkway",2010,7.70%,30.60%,"$35,050","162,087",3980	
Brooklyn,"['BK88', 'BK41', 'BK46']","Borough Park, KENSINHEIGHTSGTON Ocean Parkway",2011,6.90%,32.40%,"$38,451","162,352",3960	
Brooklyn,"['BK88', 'BK41', 'BK46']","Borough Park, KENSINHEIGHTSGTON Ocean Parkway",2012,7.20%,32.30%,"$38,720","162,779",3940	
Brooklyn,"['BK88', 'BK41', 'BK46']","Borough Park, KENSINHEIGHTSGTON Ocean Parkway",2013,5.00%,32.70%,"$43,276","170,011",3828	
Brooklyn,"['BK88', 'BK41', 'BK46']","Borough Park, KENSINHEIGHTSGTON Ocean Parkway",2014,8.40%,19.10%,"$41,503","147,390",3587	
NULL,"['BK88', 'BK41', 'BK46']",NULL,2015,NULL,NULL,NULL,NULL,3662	
Brooklyn,"['BK96', 'BK91', 'BK95']","East Flatbush, RUGBY-REMSEN VILLAGE Farragut, ERASMUS",2006,9.80%,13.40%,"$43,082","135,649",9025	
Brooklyn,"['BK96', 'BK91', 'BK95']","East Flatbush, RUGBY-REMSEN VILLAGE Farragut, ERASMUS",2007,7.70%,13.90%,"$43,427","147,017",8343	
Brooklyn,"['BK96', 'BK91', 'BK95']","East Flatbush, RUGBY-REMSEN VILLAGE Farragut, ERASMUS",2008,11.90%,11.70%,"$47,849","151,181",8238	
Brooklyn,"['BK96', 'BK91', 'BK95']","East Flatbush, RUGBY-REMSEN VILLAGE Farragut, ERASMUS",2009,12.80%,15.40%,"$44,563","140,285",8357	
Brooklyn,"['BK96', 'BK91', 'BK95']","East Flatbush, RUGBY-REMSEN VILLAGE Farragut, ERASMUS",2010,13.40%,17.60%,"$45,506","131,274",8254	
Brooklyn,"['BK96', 'BK91', 'BK95']","East Flatbush, RUGBY-REMSEN VILLAGE Farragut, ERASMUS",2011,12.20%,17.10%,"$49,437","140,973",8521	
Brooklyn,"['BK96', 'BK91', 'BK95']","East Flatbush, RUGBY-REMSEN VILLAGE Farragut, ERASMUS",2012,12.30%,17.70%,"$46,562","134,215",8447	
Brooklyn,"['BK96', 'BK91', 'BK95']","East Flatbush, RUGBY-REMSEN VILLAGE Farragut, ERASMUS",2013,8.70%,19.20%,"$42,402","137,526",8512	
Brooklyn,"['BK96', 'BK91', 'BK95']","East Flatbush, RUGBY-REMSEN VILLAGE Farragut, ERASMUS",2014,13.40%,28.70%,"$27,007.00","118,143",9045	
NULL,"['BK96', 'BK91', 'BK95']",NULL,2015,NULL,NULL,NULL,NULL,8770	
Bronx,"['BX05', 'BX43', 'BX29', 'BX30', 'BX28']","Bedford Park, Norwood, Fordham, Kingsbridge",2006,9.90%,29.50%,"$30,262","121,634",13184	
Bronx,"['BX05', 'BX43', 'BX29', 'BX30', 'BX28']","Bedford Park, Norwood, Fordham, Kingsbridge",2007,9.30%,30.60%,"$31,271","122,723",13606	
Bronx,"['BX05', 'BX43', 'BX29', 'BX30', 'BX28']","Bedford Park, Norwood, Fordham, Kingsbridge",2008,9.30%,13.40%,"$52,058","105,102",14149	
Bronx,"['BX05', 'BX43', 'BX29', 'BX30', 'BX28']","Bedford Park, Norwood, Fordham, Kingsbridge",2009,17.60%,32.70%,"$27,989","124,826",13514	
Bronx,"['BX05', 'BX43', 'BX29', 'BX30', 'BX28']","Bedford Park, Norwood, Fordham, Kingsbridge",2010,16.70%,31.70%,"$31,248","117,800",13717	
Bronx,"['BX05', 'BX43', 'BX29', 'BX30', 'BX28']","Bedford Park, Norwood, Fordham, Kingsbridge",2011,14.50%,30.10%,"$31,039","128,117",13490	
Bronx,"['BX05', 'BX43', 'BX29', 'BX30', 'BX28']","Bedford Park, Norwood, Fordham, Kingsbridge",2012,16.30%,31.90%,"$30,945","123,746",12736	
Bronx,"['BX05', 'BX43', 'BX29', 'BX30', 'BX28']","Bedford Park, Norwood, Fordham, Kingsbridge",2013,13.50%,31.50%,"$35,540","135,893",12196	
Bronx,"['BX05', 'BX43', 'BX29', 'BX30', 'BX28']","Bedford Park, Norwood, Fordham, Kingsbridge",2014,13.10%,43.50%,"$18,448","156,950",12713	
NULL,"['BX05', 'BX43', 'BX29', 'BX30', 'BX28']",NULL,2015,NULL,NULL,NULL,NULL,12535	
Bronx,"['BX17', 'BX06', 'BX08']","East Tremont, Belmont",2006,13.00%,40.90%,"$20,658","154,519",8629	
Bronx,"['BX17', 'BX06', 'BX08']","East Tremont, Belmont",2007,12.50%,43.00%,"$20,962","152,922",10393	
Bronx,"['BX17', 'BX06', 'BX08']","East Tremont, Belmont",2008,12.70%,35.00%,"$29,426","130,290",9245	
Bronx,"['BX17', 'BX06', 'BX08']","East Tremont, Belmont",2009,17.10%,43.50%,"$21,162","160,651",9337	
Bronx,"['BX17', 'BX06', 'BX08']","East Tremont, Belmont",2010,21.00%,42.90%,"$22,810","172,448",9106	
Bronx,"['BX17', 'BX06', 'BX08']","East Tremont, Belmont",2011,20.90%,46.40%,"$20,933","166,828",8284	
Bronx,"['BX17', 'BX06', 'BX08']","East Tremont, Belmont",2012,19.80%,43.50%,"$22,639","168,329",8632	
Bronx,"['BX17', 'BX06', 'BX08']","East Tremont, Belmont",2013,13.90%,44.20%,"$22,069","172,247",8552	
Bronx,"['BX17', 'BX06', 'BX08']","East Tremont, Belmont",2014,12.20%,15.00%,"$49,167","111,199",8830	
NULL,"['BX17', 'BX06', 'BX08']",NULL,2015,NULL,NULL,NULL,NULL,8324	
Bronx,['BX22'],"Riverdale, Marble Hill, Fieldston",2006,7.80%,15.60%,"$51,209","113,170",765	
Bronx,['BX22'],"Riverdale, Marble Hill, Fieldston",2007,6.50%,15.00%,"$56,432","123,077",808	
Bronx,['BX22'],"Riverdale, Marble Hill, Fieldston",2008,9.30%,13.40%,"$52,058","105,102",685	
Bronx,['BX22'],"Riverdale, Marble Hill, Fieldston",2009,14.00%,18.50%,"$51,466","109,153",727	
Bronx,['BX22'],"Riverdale, Marble Hill, Fieldston",2010,12.30%,18.70%,"$56,203","103,785",761	
Bronx,['BX22'],"Riverdale, Marble Hill, Fieldston",2011,9.90%,17.10%,"$55,882","104,603",717	
Bronx,['BX22'],"Riverdale, Marble Hill, Fieldston",2012,11.40%,17.30%,"$57,629","107,360",709	
Bronx,['BX22'],"Riverdale, Marble Hill, Fieldston",2013,22.50%,39.90%,"$54,292","106,737",633	
Bronx,['BX22'],"Riverdale, Marble Hill, Fieldston",2014,13.90%,39.30%,"$24,334","132,838",630	
NULL,['BX22'],NULL,2015,NULL,NULL,NULL,NULL,700	
Bronx,"['BX26', 'BX14', 'BX63']","Highbridge, Concourse Village",2006,11.20%,36.50%,"$24,819","139,445",12508	
Bronx,"['BX26', 'BX14', 'BX63']","Highbridge, Concourse Village",2007,8.90%,37.50%,"$24,681","138,648",12215	
Bronx,"['BX26', 'BX14', 'BX63']","Highbridge, Concourse Village",2008,14.50%,31.40%,"$29,451","136,768",12358	
Bronx,"['BX26', 'BX14', 'BX63']","Highbridge, Concourse Village",2009,15.80%,35.00%,"$27,492","146,624",12244	
Bronx,"['BX26', 'BX14', 'BX63']","Highbridge, Concourse Village",2010,19.20%,41.10%,"$23,298","141,627",12802	
Bronx,"['BX26', 'BX14', 'BX63']","Highbridge, Concourse Village",2011,18.20%,37.00%,"$27,408","137,175",12522	
Bronx,"['BX26', 'BX14', 'BX63']","Highbridge, Concourse Village",2012,17.50%,38.90%,"$26,086","139,148",11561	
Bronx,"['BX26', 'BX14', 'BX63']","Highbridge, Concourse Village",2013,10.90%,37.30%,"$27,237","141,467",10930	
Bronx,"['BX26', 'BX14', 'BX63']","Highbridge, Concourse Village",2014,14.90%,43.20%,"17,842","137,900",10330	
NULL,"['BX26', 'BX14', 'BX63']",NULL,2015,NULL,NULL,NULL,NULL,11073	
Bronx,"['BX27', 'BX33']","Hunts Point, Longwood",2006,13.20%,40.70%,"$20,827","150,667",6134	
Bronx,"['BX27', 'BX33']","Hunts Point, Longwood",2007,8.70%,44.20%,"$19,111","152,295",7296	
Bronx,"['BX27', 'BX33']","Hunts Point, Longwood",2008,18.80%,41.60%,"$19,237","151,980",7222	
Bronx,"['BX27', 'BX33']","Hunts Point, Longwood",2009,19.10%,41.10%,"$21,437","156,790",6864	
Bronx,"['BX27', 'BX33']","Hunts Point, Longwood",2010,20.00%,40.60%,"$21,562","152,042",6760	
Bronx,"['BX27', 'BX33']","Hunts Point, Longwood",2011,16.00%,46.10%,"$19,443","158,351",6786	
Bronx,"['BX27', 'BX33']","Hunts Point, Longwood",2012,16.00%,43.20%,"$21,600","157,954",6502	
Bronx,"['BX27', 'BX33']","Hunts Point, Longwood",2013,11.00%,45.00%,"$21,143","167,147",6519	
Bronx,"['BX27', 'BX33']","Hunts Point, Longwood",2014,8.20%,17.80%,"$42,107","121,465",6794	
NULL,"['BX27', 'BX33']",NULL,2015,NULL,NULL,NULL,NULL,6164	
Bronx,"['BX31', 'BX36', 'BX07', 'BX49', 'BX37']","Pelham Pkwy, Morris Park, Laconia, Bronxdale",2006,8.40%,20.10%,"$44,335","126,978",11976	
Bronx,"['BX31', 'BX36', 'BX07', 'BX49', 'BX37']","Pelham Pkwy, Morris Park, Laconia, Bronxdale",2007,6.30%,20.00%,"$43,428","130,517",12039	
Bronx,"['BX31', 'BX36', 'BX07', 'BX49', 'BX37']","Pelham Pkwy, Morris Park, Laconia, Bronxdale",2008,8.60%,17.40%,"$47,881","126,715",11579	
Bronx,"['BX31', 'BX36', 'BX07', 'BX49', 'BX37']","Pelham Pkwy, Morris Park, Laconia, Bronxdale",2009,13.90%,21.10%,"$44,855","123,655",11717	
Bronx,"['BX31', 'BX36', 'BX07', 'BX49', 'BX37']","Pelham Pkwy, Morris Park, Laconia, Bronxdale",2010,14.70%,21.00%,"$41,546","121,836",11188	
Bronx,"['BX31', 'BX36', 'BX07', 'BX49', 'BX37']","Pelham Pkwy, Morris Park, Laconia, Bronxdale",2011,15.80%,18.40%,"$43,360","136,275",10951	
Bronx,"['BX31', 'BX36', 'BX07', 'BX49', 'BX37']","Pelham Pkwy, Morris Park, Laconia, Bronxdale",2012,14.70%,19.90%,"$44,078","125,712",10065	
Bronx,"['BX31', 'BX36', 'BX07', 'BX49', 'BX37']","Pelham Pkwy, Morris Park, Laconia, Bronxdale",2013,10.50%,20.20%,"$47,970","135,839",10160	
Bronx,"['BX31', 'BX36', 'BX07', 'BX49', 'BX37']","Pelham Pkwy, Morris Park, Laconia, Bronxdale",2014,14.90%,43.20%,"17,842","137,900",10039	
NULL,"['BX31', 'BX36', 'BX07', 'BX49', 'BX37']",NULL,2015,NULL,NULL,NULL,NULL,9654	
Bronx,"['BX34', 'BX39', 'BX35']","Melrose, Mott Haven, Port Morris",2006,13.20%,40.70%,"$20,827","150,667",15705	
Bronx,"['BX34', 'BX39', 'BX35']","Melrose, Mott Haven, Port Morris",2007,8.70%,44.20%,"$19,111","152,295",15127	
Bronx,"['BX34', 'BX39', 'BX35']","Melrose, Mott Haven, Port Morris",2008,18.80%,41.60%,"$19,237","151,980",14527	
Bronx,"['BX34', 'BX39', 'BX35']","Melrose, Mott Haven, Port Morris",2009,19.10%,41.10%,"$21,437","156,790",14527	
Bronx,"['BX34', 'BX39', 'BX35']","Melrose, Mott Haven, Port Morris",2010,20.00%,40.60%,"$21,562","152,042",13991	
Bronx,"['BX34', 'BX39', 'BX35']","Melrose, Mott Haven, Port Morris",2011,16.00%,46.10%,"$19,443","158,351",13682	
Bronx,"['BX34', 'BX39', 'BX35']","Melrose, Mott Haven, Port Morris",2012,16.00%,43.20%,"$21,600","157,954",14582	
Bronx,"['BX34', 'BX39', 'BX35']","Melrose, Mott Haven, Port Morris",2013,11.00%,45.00%,"$21,143","167,147",13755	
Bronx,"['BX34', 'BX39', 'BX35']","Melrose, Mott Haven, Port Morris",2014,15.10%,41.60%,"$20,367","133,858",14393	
NULL,"['BX34', 'BX39', 'BX35']",NULL,2015,NULL,NULL,NULL,NULL,14948	
Bronx,"['BX40', 'BX41']","University Hts., Fordham, Mt. Hope",2006,16.10%,38.00%,"$24,116","129,263",8548	
Bronx,"['BX40', 'BX41']","University Hts., Fordham, Mt. Hope",2007,14.90%,34.40%,"$26,853","125,990",8631	
Bronx,"['BX40', 'BX41']","University Hts., Fordham, Mt. Hope",2008,19.40%,40.90%,"$24,234","152,903",8385	
Bronx,"['BX40', 'BX41']","University Hts., Fordham, Mt. Hope",2009,23.60%,40.00%,"$26,382","135,266",7760	
Bronx,"['BX40', 'BX41']","University Hts., Fordham, Mt. Hope",2010,20.20%,40.30%,"$26,461","133,352",7494	
Bronx,"['BX40', 'BX41']","University Hts., Fordham, Mt. Hope",2011,17.90%,42.30%,"$21,959","131,879",7158	
Bronx,"['BX40', 'BX41']","University Hts., Fordham, Mt. Hope",2012,18.00%,41.90%,"$24,841","134,207",6949	
Bronx,"['BX40', 'BX41']","University Hts., Fordham, Mt. Hope",2013,12.10%,45.40%,"$20,898","132,850",6456	
Bronx,"['BX40', 'BX41']","University Hts., Fordham, Mt. Hope",2014,9.20%,9.90%,"$51,778","114,081",6886	
NULL,"['BX40', 'BX41']",NULL,2015,NULL,NULL,NULL,NULL,6608	
Bronx,"['BX52', 'BX10', 'BX13']","Throgs Nk., Co-op City, Pelham Bay",2006,9.20%,8.20%,"$52,892","123,302",5551	
Bronx,"['BX52', 'BX10', 'BX13']","Throgs Nk., Co-op City, Pelham Bay",2007,7.80%,9.10%,"$58,241","116,692",5471	
Bronx,"['BX52', 'BX10', 'BX13']","Throgs Nk., Co-op City, Pelham Bay",2008,10.40%,13.60%,"$46,412","114,885",5474	
Bronx,"['BX52', 'BX10', 'BX13']","Throgs Nk., Co-op City, Pelham Bay",2009,10.80%,16.40%,"$48,572","109,482",5475	
Bronx,"['BX52', 'BX10', 'BX13']","Throgs Nk., Co-op City, Pelham Bay",2010,12.20%,12.60%,"$54,487","122,886",5560	
Bronx,"['BX52', 'BX10', 'BX13']","Throgs Nk., Co-op City, Pelham Bay",2011,11.60%,13.50%,"$52,196","119,950",5168	
Bronx,"['BX52', 'BX10', 'BX13']","Throgs Nk., Co-op City, Pelham Bay",2012,11.20%,12.10%,"$55,408","123,140",4899	
Bronx,"['BX52', 'BX10', 'BX13']","Throgs Nk., Co-op City, Pelham Bay",2013,NA,11.00%,"$55,031","121,209",4752	
Bronx,"['BX52', 'BX10', 'BX13']","Throgs Nk., Co-op City, Pelham Bay",2014,8.40%,26.20%,"$34,630","180,396",5103	
NULL,"['BX52', 'BX10', 'BX13']",NULL,2015,NULL,NULL,NULL,NULL,5425	
Bronx,"['BX55 BX46', 'BX09', 'BX08']","Soundview, Parkchester",2006,7.50%,24.00%,"$33,564","166,492",4720	
Bronx,"['BX55 BX46', 'BX09', 'BX08']","Soundview, Parkchester",2007,7.30%,21.40%,"$39,994","183,514",4696	
Bronx,"['BX55 BX46', 'BX09', 'BX08']","Soundview, Parkchester",2008,11.90%,27.90%,"$33,689","182,737",4722	
Bronx,"['BX55 BX46', 'BX09', 'BX08']","Soundview, Parkchester",2009,11.20%,25.40%,"$40,407","182,977",4724	
Bronx,"['BX55 BX46', 'BX09', 'BX08']","Soundview, Parkchester",2010,11.50%,27.70%,"$36,537","182,740",4784	
Bronx,"['BX55 BX46', 'BX09', 'BX08']","Soundview, Parkchester",2011,13.90%,28.90%,"$34,349","179,541",4865	
Bronx,"['BX55 BX46', 'BX09', 'BX08']","Soundview, Parkchester",2012,14.20%,29.00%,"$35,239","185,973",4358	
Bronx,"['BX55 BX46', 'BX09', 'BX08']","Soundview, Parkchester",2013,14.30%,29.80%,"$36,103","190,126",4267	
Bronx,"['BX55 BX46', 'BX09', 'BX08']","Soundview, Parkchester",2014,11.00%,14.70%,"$45,621","147,818",3948	
NULL,"['BX55 BX46', 'BX09', 'BX08']",NULL,2015,NULL,NULL,NULL,NULL,4145	
Bronx,"['BX62', 'BX44', 'BX03']","Wakefield, Williamsbridge,Baychester",2006,8.80%,13.00%,"$46,477","148,189",7646	
Bronx,"['BX62', 'BX44', 'BX03']","Wakefield, Williamsbridge,Baychester",2007,8.90%,16.80%,"$46,330","145,525",7610	
Bronx,"['BX62', 'BX44', 'BX03']","Wakefield, Williamsbridge,Baychester",2008,13.80%,16.70%,"$46,165","145,986",7877	
Bronx,"['BX62', 'BX44', 'BX03']","Wakefield, Williamsbridge,Baychester",2009,15.90%,21.20%,"$45,225","137,233",7758	
Bronx,"['BX62', 'BX44', 'BX03']","Wakefield, Williamsbridge,Baychester",2010,16.00%,18.80%,"$44,086","143,486",7746	
Bronx,"['BX62', 'BX44', 'BX03']","Wakefield, Williamsbridge,Baychester",2011,15.70%,21.30%,"$42,077","145,754",7192	
Bronx,"['BX62', 'BX44', 'BX03']","Wakefield, Williamsbridge,Baychester",2012,15.60%,20.30%,"$44,117","141,966",7693	
Bronx,"['BX62', 'BX44', 'BX03']","Wakefield, Williamsbridge,Baychester",2013,13.60%,18.90%,"$44,963","134,644",7204	
Bronx,"['BX62', 'BX44', 'BX03']","Wakefield, Williamsbridge,Baychester",2014,13.10%,43.50%,"18,448","156,950",7532	
NULL,"['BX62', 'BX44', 'BX03']",NULL,2015,NULL,NULL,NULL,NULL,7848	
Bronx,['BX75'],"Morrisania, Crotona Park East",2006,13.00%,40.90%,"$20,658","154,519",2024	
Bronx,['BX75'],"Morrisania, Crotona Park East",2007,12.50%,43.00%,"$20,962","152,922",2252	
Bronx,['BX75'],"Morrisania, Crotona Park East",2008,13.30%,38.90%,"$23,432","149,921",1915	
Bronx,['BX75'],"Morrisania, Crotona Park East",2009,17.10%,43.50%,"$21,162","160,651",1819	
Bronx,['BX75'],"Morrisania, Crotona Park East",2010,21.00%,42.90%,"$22,810","172,448",1792	
Bronx,['BX75'],"Morrisania, Crotona Park East",2011,20.90%,46.40%,"$20,933","166,828",1858	
Bronx,['BX75'],"Morrisania, Crotona Park East",2012,19.80%,43.50%,"$22,639","168,329",1817	
Bronx,['BX75'],"Morrisania, Crotona Park East",2013,13.90%,44.20%,"$22,069","172,247",1866	
Bronx,['BX75'],"Morrisania, Crotona Park East",2014,5.10%,17.70%,"$42,409","148,784",1836	
NULL,['BX75'],NULL,2015,NULL,NULL,NULL,NULL,1724	
Manhattan,"['MN03', 'MN11', 'MN09']",Central Harlem,2006,12.80%,29.70%,"$31,231.00","124,883",16052	
Manhattan,"['MN03', 'MN11', 'MN09']",Central Harlem,2007,8.90%,27.80%,"$33,039.00","125,875",15916	
Manhattan,"['MN03', 'MN11', 'MN09']",Central Harlem,2008,13.10%,27.10%,"$31,474.00","122,336",16418	
Manhattan,"['MN03', 'MN11', 'MN09']",Central Harlem,2009,15.90%,28.10%,"$36,340.00","126,558",16962	
Manhattan,"['MN03', 'MN11', 'MN09']",Central Harlem,2010,15.40%,26.50%,"$36,045.00","123,524",15824	
Manhattan,"['MN03', 'MN11', 'MN09']",Central Harlem,2011,13.50%,27.50%,"$37,460.00","138,256",14716	
